Date,Close,High,Low,Open,Volume,Symbol,SMA_20,SMA_50,EMA_20,EMA_50,Rolling_Std,BB_Upper,BB_Lower
2025-02-06,1860.587158203125,1868.6971246106148,1845.3869733680704,1861.898330498206,4765255,INFY.NS,1821.3993774414062,1853.70482421875,1828.321438441414,1834.7226243305313,45.72924420233636,1912.8578658460788,1729.9408890367336
2025-02-07,1848.93212890625,1868.405747107761,1835.14021793859,1864.13231412214,4126260,INFY.NS,1818.5560302734375,1854.5944970703124,1830.2843613428272,1835.2798598040888,41.80478642041452,1902.1656031142666,1734.9464574326084
2025-02-10,1826.2532958984373,1850.2432794461592,1824.602089026561,1850.2432794461592,3828734,INFY.NS,1815.6544006347656,1854.604208984375,1829.9004503481235,1834.9258769058279,38.916650277291836,1893.4877011893493,1737.8211000801818
2025-02-11,1821.7369384765625,1848.3007750893653,1816.249316561804,1828.9727506286144,4411601,INFY.NS,1812.0607543945312,1854.2846655273438,1829.1229730270225,1834.4086636340921,34.39496976032988,1880.850693915191,1743.2708148738714
2025-02-12,1809.59619140625,1840.142154487476,1793.9103785152583,1830.8181177592105,5633947,INFY.NS,1808.8896057128907,1853.7776684570313,1827.26327953933,1833.4356255075102,31.259766907118752,1871.4091395271282,1746.3700718986531
2025-02-13,1790.2681884765625,1819.64869177314,1782.8866642532057,1814.7924102365157,5237744,INFY.NS,1810.2396545410156,1851.9983276367188,1823.739937533352,1831.74278483963,29.73141988735699,1869.7024943157296,1750.7768147663016
2025-02-14,1803.0401611328125,1805.8568280246752,1775.796375368045,1800.709122375355,5292961,INFY.NS,1812.3327087402345,1850.7162670898438,1821.7685302571101,1830.6171917530883,27.48441106046587,1867.3015308611662,1757.3638866193028
2025-02-17,1789.3455810546875,1799.495162260814,1769.774742327097,1785.7033698235564,4428956,INFY.NS,1814.3529296875,1849.1360327148439,1818.6806303330698,1828.998697215896,23.820334277711424,1861.9935982429229,1766.712261132077
2025-02-18,1798.7181396484375,1808.139397326379,1784.780634818134,1789.3456107739096,4365260,INFY.NS,1814.1343994140625,1847.2595654296874,1816.7794407440572,1827.8112243701135,23.948813697528546,1862.0320268091195,1766.2367720190055
2025-02-19,1758.7509765625,1796.0471240806544,1753.9917969230971,1794.2989338566194,4611411,INFY.NS,1811.480450439453,1844.0864721679689,1811.2529203458137,1825.1029793580503,26.968316729491704,1865.4170838984364,1757.5438169804697
2025-02-20,1772.6884765625,1778.3703022593725,1753.65187661327,1753.65187661327,2218020,INFY.NS,1809.037744140625,1840.9425146484375,1807.5801161759741,1823.0475086601857,28.193640649481,1865.425025439587,1752.6504628416628
2025-02-21,1762.8302001953125,1777.2533326664163,1754.2830972545896,1769.4347905187403,3379879,INFY.NS,1808.6978088378905,1837.3546948242188,1803.3182194159112,1820.686045583132,28.729698169899308,1866.157205177689,1751.238412498092
2025-02-24,1713.3931884765625,1756.0313630959042,1699.9413126430345,1748.309923055587,7594720,INFY.NS,1805.5096557617187,1833.1598364257814,1794.753930755021,1816.4784825593451,35.21911107196402,1875.9478779056467,1735.0714336177907
2025-02-25,1716.8896484375,1727.3306532632726,1694.987890846883,1694.987890846883,5092963,INFY.NS,1799.995343017578,1829.1019262695313,1787.3382848200188,1812.5730380839786,39.96265126297558,1879.9206455435292,1720.070040491627
2025-02-27,1713.5875244140625,1724.805463456364,1700.7668702151418,1704.748997302386,5757079,INFY.NS,1795.3503112792969,1824.9284375,1780.3144028765944,1808.6912532341782,44.32884559294981,1884.0080024651966,1706.6926200933972
2025-02-28,1639.189208984375,1704.6519072727174,1634.0901134127998,1704.603415594686,12182167,INFY.NS,1786.02138671875,1819.9070434570312,1766.8739082201926,1802.04411424399,55.75150700480872,1897.5244007283673,1674.5183727091326
2025-03-03,1659.4884033203125,1678.9135283002097,1643.6569975986283,1643.6569975986283,7504969,INFY.NS,1779.0890380859375,1815.7588037109374,1756.6467172773469,1796.4536942077673,62.39056867553282,1903.8701754370031,1654.307900734872
2025-03-04,1639.7720947265625,1650.1644899401715,1621.9980566215932,1646.2794646548505,6759673,INFY.NS,1770.5905456542969,1811.1744750976563,1745.5158008439387,1790.309317757524,69.20001550294741,1908.9905766601917,1632.190514648402
2025-03-05,1662.30517578125,1683.1385762213686,1643.8026956375877,1643.8026956375877,8180782,INFY.NS,1761.4947265625,1807.337041015625,1737.5909794093968,1785.2895474839447,70.94613140797829,1903.3869893784567,1619.6024637465434
2025-03-06,1666.5301513671875,1672.794825837321,1642.4915571816716,1665.7046071983816,10610547,INFY.NS,1752.6951416015625,1803.6161572265626,1730.823281500615,1780.6323162636797,71.28074202100113,1895.2566256435648,1610.13365755956
2025-03-07,1637.5382080078125,1655.9920786793125,1627.340016320931,1654.146667899849,8019331,INFY.NS,1741.5426940917969,1799.1338110351562,1721.9389887870148,1775.020782606587,70.95989596704665,1883.4624860258903,1599.6229021577035
2025-03-10,1652.5440673828125,1669.5896637303404,1628.01984457351,1637.5382042171923,7558981,INFY.NS,1731.723291015625,1795.160400390625,1715.329948653281,1770.217774166439,68.8746692372603,1869.4726294901454,1593.9739525411044
2025-03-11,1613.8394775390625,1631.7106175387037,1589.995206020896,1631.7106175387037,12671234,INFY.NS,1721.1026000976562,1790.9179541015626,1705.664189499546,1764.0852919457577,69.9004447442481,1860.9034895861525,1581.30171060916
2025-03-12,1545.123046875,1589.84944650162,1518.850635339536,1589.84944650162,14870008,INFY.NS,1707.271905517578,1785.2526171875,1690.3745568686368,1755.4985372371004,76.03709004010274,1859.3460855977835,1555.1977254373726
2025-03-13,1534.439208984375,1559.886194636392,1525.163782654934,1553.281604513198,7822888,INFY.NS,1693.5140563964844,1777.9099194335938,1675.5235713558498,1746.8295439722879,81.26190776971602,1856.0378719359164,1530.9902408570524
2025-03-17,1544.34619140625,1548.1826065260266,1500.736758011993,1500.736758011993,7526032,INFY.NS,1681.2179565429688,1771.1363818359375,1663.030487551126,1738.8890203422472,84.39639050404865,1850.010737551066,1512.4251755348714
2025-03-18,1544.34619140625,1544.34619140625,1544.34619140625,1544.34619140625,0,INFY.NS,1668.2832580566405,1764.3803247070311,1651.727221251614,1731.2598897957375,84.56681131196375,1837.416880680568,1499.149635432713
2025-03-19,1540.94677734375,1556.9238965430377,1527.5920028100838,1556.9238965430377,7387068,INFY.NS,1655.8633178710938,1757.692255859375,1641.1767027841984,1723.7966304838951,84.0904152872314,1824.0441484455566,1487.682487296631
2025-03-20,1569.1131591796875,1584.9931759348294,1546.2400259441436,1546.2400259441436,7186750,INFY.NS,1644.3830688476562,1751.5228369140625,1634.3135081551973,1717.730612001377,79.08520671287538,1802.5534822734069,1486.2126554219055
2025-03-21,1546.7742919921875,1557.7980274559395,1518.7049607743006,1532.59385494289,10074677,INFY.NS,1633.7842346191405,1745.2145263671875,1625.9764399491962,1711.026442589252,77.1313567744986,1788.0469481681378,1479.5215210701433
2025-03-24,1546.968505859375,1560.9060103586978,1527.4947691913153,1552.0189913058653,8857726,INFY.NS,1622.4982360839845,1737.9456469726563,1618.4518747977847,1704.5927980116098,72.08576209194142,1766.6697602678673,1478.3267119001016
2025-03-25,1581.6422119140625,1589.1209562659596,1558.8663000022038,1558.8663000022038,9890140,INFY.NS,1613.4388366699218,1731.462509765625,1614.9461926183826,1699.7712063999413,64.50845927224677,1742.4557552144154,1484.4219181254282
2025-03-26,1553.475830078125,1590.6749935166006,1549.1537869998338,1579.2627320763197,6651302,INFY.NS,1605.44296875,1724.84630859375,1609.0918723764535,1694.0341328186937,61.29801948998139,1728.0390077299628,1482.8469297700374
2025-03-27,1557.4581298828125,1573.3866387891755,1540.4125339270274,1549.688079270318,9426573,INFY.NS,1597.4713928222657,1718.1232739257812,1604.1743730913447,1688.6782111349337,56.19644049731525,1709.8642738168962,1485.078511827635
2025-03-28,1525.5037841796875,1552.504639118573,1515.1598805138667,1544.2975705237486,6799047,INFY.NS,1588.067205810547,1711.1729663085937,1596.6819360521392,1682.2792139994338,51.26318293999973,1690.5935716905465,1485.5408399305475
2025-04-01,1482.6226806640625,1502.92196020728,1474.2212903040318,1495.0061979771754,12680733,INFY.NS,1580.2388793945313,1705.5600756835938,1585.8191498247033,1674.4495460254977,54.87296303041407,1689.9848054553595,1470.492953333703
2025-04-02,1505.593017578125,1510.9349273715395,1491.0726643663595,1491.0726643663595,6193478,INFY.NS,1572.5441101074218,1700.4483544921875,1578.1785658012197,1667.8277213805027,53.95764787469441,1680.4594058568107,1464.628814358033
2025-04-03,1453.485107421875,1490.5385603678294,1442.3642697947264,1490.5385603678294,10459504,INFY.NS,1563.2297607421874,1694.5392333984375,1566.3029983365204,1659.422128676243,57.69129718268358,1678.6123551075545,1447.8471663768203
2025-04-04,1409.92431640625,1429.6893595876932,1406.3792069857195,1418.5199114659142,9590254,INFY.NS,1550.6107177734375,1686.6759448242187,1551.4097905336375,1649.6379007440864,62.297776479171326,1675.2062707317803,1426.0151648150947
2025-04-07,1356.602294921875,1365.489314158466,1269.4320382766357,1313.1385736419368,21715252,INFY.NS,1535.114324951172,1677.5713916015625,1532.8566957134697,1638.1463083589017,70.01444789746215,1675.1432207460962,1395.0854291562478
2025-04-08,1387.7310791015625,1414.634831773138,1374.327694444895,1389.8677955834949,12805001,INFY.NS,1522.6239685058595,1668.8951611328125,1519.0352084170975,1628.3261032899863,72.99943209133424,1668.622832688528,1376.625104323191
2025-04-09,1363.3524169921875,1368.9371407012395,1342.179100849586,1364.663707842691,8546854,INFY.NS,1508.1643859863282,1660.7696313476563,1504.2082759004393,1617.9349783371315,74.53576644950259,1657.2359188853334,1359.092853087323
2025-04-11,1368.9371337890625,1397.4436008179698,1356.893650613513,1370.6854425398662,12567440,INFY.NS,1495.9192687988282,1652.6052490234374,1491.3253099850701,1608.1703569823053,76.35587524531738,1648.631019289463,1343.2075183081934
2025-04-15,1385.011474609375,1406.087688754894,1368.5001176189407,1404.0480742507405,10178530,INFY.NS,1487.9136901855468,1643.7619604492188,1481.2001828064324,1599.4190282617983,79.26368892614178,1646.4410680378303,1329.3863123332633
2025-04-16,1372.482177734375,1386.4682913913691,1356.6507720589225,1384.0401507759727,12022740,INFY.NS,1479.8158386230468,1635.0818408203124,1470.8460870852841,1590.5195439273896,82.46856544039017,1644.7529695038272,1314.8787077422664
2025-04-17,1378.6983642578125,1388.7023519091767,1338.6826507754836,1357.8163531049115,14264227,INFY.NS,1471.533447265625,1626.1404541015625,1462.070113482668,1582.2128309991708,83.95137643141433,1639.4362001284537,1303.6306944027963
2025-04-21,1409.29296875,1429.4951483248678,1369.4714582615436,1369.4714582615436,15648970,INFY.NS,1464.7807861328124,1618.3636059570313,1457.0437187462235,1575.431659930576,83.21470369153371,1631.2101935158798,1298.351378749745
2025-04-22,1381.903564453125,1398.6091260339042,1378.5041672717928,1398.6091260339042,9399738,INFY.NS,1456.8286254882812,1609.8068383789061,1449.8875135754522,1567.842322853029,83.15226672759216,1623.1331589434656,1290.5240920330968
2025-04-23,1432.5059814453125,1445.0352117850275,1398.2205856526791,1404.4366498623076,11136642,INFY.NS,1449.9982666015626,1601.5725268554688,1448.232129563058,1562.535015346844,78.94781362037527,1607.8938938423132,1292.102639360812
2025-04-24,1429.1065673828125,1440.2760150192205,1419.4911061400271,1427.6496829084983,7114292,INFY.NS,1444.1148803710937,1593.3042211914062,1446.4106474506536,1557.3025271913918,75.67276071432248,1595.4604017997387,1292.7693589424487
2025-04-25,1437.653564453125,1458.535575435,1421.4336312546193,1433.08870715148,8329979,INFY.NS,1438.6491333007812,1584.8455493164063,1445.5766395461271,1552.6104110055774,71.69612779494426,1582.0413888906696,1295.2568777108927
2025-04-28,1439.4989013671875,1446.7833234291916,1423.1818670852326,1437.6534907325015,5886253,INFY.NS,1431.5419677734376,1576.656884765625,1444.9978073386092,1548.174665529562,63.33279919050504,1558.2075661544477,1304.8763693924275
2025-04-29,1454.456298828125,1466.4027986571466,1431.7288778586658,1439.4018262859977,8056743,INFY.NS,1426.5909912109375,1569.2209448242188,1445.8986160518966,1544.499435462839,56.83622919151066,1540.263449593959,1312.9185328279161
2025-04-30,1456.9815673828125,1465.431568419441,1439.984581952398,1453.7764926957282,7704183,INFY.NS,1421.5671630859374,1561.9258374023439,1446.9541352262695,1541.0673622047989,48.48732019860153,1518.5418034831405,1324.5925226887343
2025-05-02,1463.586181640625,1479.417588620504,1453.1936678135066,1456.5930649551544,7402310,INFY.NS,1418.4712829589844,1555.0056372070312,1448.5381396466844,1538.0288845356158,43.18897972344858,1504.8492424058816,1332.0933235120872
2025-05-05,1465.2371826171875,1479.2232965927526,1459.6039673980883,1471.4532464465003,4282493,INFY.NS,1417.6020080566407,1548.5050170898437,1450.1285246914942,1535.1743079897951,41.98809742854185,1501.5782029137245,1333.625813199557
2025-05-06,1468.053955078125,1472.0360823521305,1456.010352773044,1462.7120452184297,4270530,INFY.NS,1415.7250549316407,1541.80529296875,1451.83570853784,1532.5421372873768,38.54561776490528,1492.8162904614512,1338.6338194018301
2025-05-07,1464.9459228515625,1475.1441139885928,1453.5821530190783,1456.8844481471906,5691799,INFY.NS,1416.298095703125,1535.3172998046875,1453.084300377242,1529.8913053487174,39.215889025331315,1494.7298737537876,1337.8663176524624
2025-05-08,1467.956787109375,1472.910170498641,1458.0499017692832,1464.654491996011,8424409,INFY.NS,1419.1997192382812,1528.7020727539064,1454.5007276850642,1527.4625007118805,40.83306196633236,1500.865843170946,1337.5335953056165
2025-05-09,1464.2659912109375,1467.9568126185206,1451.1540310083217,1457.5642989506216,4478653,INFY.NS,1424.5829040527344,1522.812373046875,1455.4307527827664,1524.9842062216474,39.21089926680199,1503.0047025863385,1346.1611055191304
2025-05-12,1580.136962890625,1585.0903465111594,1487.96471253376,1492.8209942326298,11372857,INFY.NS,1434.2031982421875,1518.9613427734375,1467.3075346978005,1527.1470594243524,51.40162029895059,1537.0064388400885,1331.3999576442864
2025-05-13,1523.5125732421875,1565.859323230766,1519.627548132014,1562.7513505672505,12846210,INFY.NS,1442.2112060546874,1514.174990234375,1472.6603955115518,1527.0045305544636,52.25150327449488,1546.7142126036772,1337.7081995056976
2025-05-14,1546.6285400390625,1549.1537826809642,1524.3867472838704,1528.75740058924,4870057,INFY.NS,1451.0957763671875,1510.839697265625,1479.704980704648,1527.7740995538597,54.2068894784786,1559.5095553241447,1342.6819974102302
2025-05-15,1566.636474609375,1572.075486394776,1525.843708376521,1544.1033749720434,11151167,INFY.NS,1460.1770263671874,1507.8346337890625,1487.9841706003363,1529.2981142619192,57.65710183669467,1575.4912300405767,1344.862822693798
2025-05-16,1544.200439453125,1566.2479103864578,1536.0418626920532,1566.2479103864578,4576751,INFY.NS,1468.762939453125,1504.4468920898437,1493.3381009672685,1529.8825191713784,56.688287034599405,1582.1395135223238,1355.3863653839262
2025-05-19,1514.9656982421875,1539.441310774352,1510.9834523682189,1531.1856318206726,8855798,INFY.NS,1475.5763061523437,1501.962421875,1495.3978721363085,1529.2975458016062,53.38652685860836,1582.3493598695604,1368.803252435127
2025-05-20,1515.7425537109375,1537.9843466293191,1513.2173110505078,1524.8723866170074,7143998,INFY.NS,1480.8987854003906,1499.0875048828125,1497.3354608577017,1528.765977484325,51.71051744252547,1584.3198202854414,1377.4777505153397
2025-05-21,1523.41552734375,1525.843668126893,1507.4869000940212,1522.832797268108,4157309,INFY.NS,1487.974383544922,1496.7603735351563,1499.8192767135158,1528.556155910185,46.91084066291319,1581.7960648707483,1394.1527022190955
2025-05-22,1503.0191650390625,1515.9369216042496,1495.7347425913772,1510.7892156499267,6158990,INFY.NS,1491.5000427246093,1493.5746533203126,1500.1240279826156,1527.5547052877882,45.13891355874871,1581.7778698421068,1401.2222156071118
2025-05-23,1519.8218994140625,1541.5779455953386,1505.447258808557,1505.447258808557,5038421,INFY.NS,1496.0358093261718,1490.64048828125,1502.0000157379916,1527.2514579986228,43.048703786252155,1582.1332168986762,1409.9384017536674
